35,0,1,2,0,2,2,0,2,9,6
40,0,2,2,1,1,1,1,1,9,3
57,0,1,1,2,3,1,0,1,9,4
40,1,0,0,0,1,0,3,0,4,8
52,1,2,3,1,1,1,0,1,9,9
53,0,2,1,0,2,2,0,0,7,3
63,1,3,3,3,3,1,0,2,15,3
54,1,3,2,3,3,1,3,2,17,4
50,0,3,3,2,3,1,0,3,15,4
42,0,2,2,3,1,2,0,1,11,4
26,0,2,2,2,3,2,3,0,14,4
40,1,1,1,1,0,2,0,1,6,5
52,0,2,3,3,3,1,0,0,12,8
49,1,3,2,3,3,1,3,0,15,6
28,1,2,3,3,3,3,0,2,16,3
24,1,2,3,2,2,2,0,2,13,1
53,0,3,0,3,2,1,0,1,10,4
60,0,0,2,3,3,0,0,0,8,3
37,0,2,1,1,1,1,0,0,6,1
44,0,1,2,0,1,1,0,0,5,3
54,1,2,2,3,3,1,0,0,11,1
29,1,2,2,1,2,2,0,3,12,3
26,0,1,1,1,1,1,1,1,7,8
34,0,3,3,2,3,2,0,3,16,4
43,0,1,2,0,0,1,0,2,6,1
35,1,2,1,1,0,1,0,0,5,1
32,0,3,3,3,3,1,0,0,13,5
26,0,1,3,2,2,1,0,1,10,8
35,1,3,3,3,3,2,0,3,17,3
30,0,2,1,1,1,1,0,1,7,4
32,1,3,3,3,3,1,3,2,18,1
27,1,3,3,3,3,2,3,3,20,3
59,1,2,3,1,1,1,0,2,10,1
47,0,2,1,2,3,1,0,2,11,5
50,1,2,2,3,3,1,3,1,15,4
34,1,2,3,3,3,1,2,0,14,8
46,1,3,3,3,3,1,3,3,19,6
22,1,2,2,2,2,1,0,0,9,3
49,0,2,3,3,3,2,0,0,13,4
47,0,3,3,3,3,1,0,1,14,9
29,0,1,1,2,0,1,0,0,5,3
31,0,2,3,1,2,1,3,2,14,4
35,1,2,2,2,2,2,0,0,10,3
33,0,3,2,0,1,1,0,0,7,3
41,0,0,0,1,0,0,0,0,1,4
35,0,2,3,2,2,1,3,1,14,6
29,0,2,3,3,0,2,3,0,13,3
20,0,3,3,3,3,2,0,0,14,3
22,1,3,3,3,3,2,3,1,18,4
27,0,3,3,3,3,2,0,2,16,3
22,0,2,3,2,1,2,0,2,12,4
53,0,3,3,3,3,1,3,1,17,4
59,1,1,3,2,3,1,0,1,11,4
24,1,2,2,2,1,1,2,0,10,4
41,0,3,3,2,1,1,0,1,11,4
29,1,3,3,3,3,2,2,1,17,4
54,0,3,3,2,2,1,3,1,15,4
21,1,2,2,2,2,1,0,1,10,7
27,0,2,0,3,3,1,0,0,9,8
37,1,2,2,2,2,1,0,1,10,4
25,1,2,3,3,3,2,0,0,13,6
21,1,3,3,2,3,3,3,2,19,4
30,0,3,3,2,3,2,0,0,13,6
61,0,3,3,3,3,3,0,0,15,4
56,1,1,1,0,0,1,0,2,5,7
30,1,3,3,2,3,1,0,1,13,1
42,0,1,2,1,1,1,0,0,6,3
28,0,2,2,2,1,1,0,1,9,9
20,0,3,3,3,3,1,3,0,16,8
41,0,2,2,2,2,1,0,1,10,4
60,0,1,1,1,0,1,0,0,4,4
44,0,3,2,2,1,1,3,2,14,3
33,0,2,1,1,0,1,0,0,5,3
33,1,2,1,2,3,2,1,1,12,3
30,0,3,2,3,3,2,0,2,15,3
30,0,2,3,2,3,2,3,2,17,3
22,0,1,2,1,3,2,3,1,13,3
44,0,3,3,2,2,3,0,3,16,1
29,0,3,3,0,3,2,0,2,13,4
30,1,3,3,3,3,1,0,1,14,3
28,0,2,3,2,3,2,0,1,13,1
30,0,3,1,1,1,1,0,1,8,3
24,0,1,2,1,3,2,1,2,12,3
17,0,3,3,3,3,1,0,2,15,3
45,0,3,3,3,3,2,3,1,18,4
44,0,2,3,3,3,2,0,1,14,4
38,0,3,2,3,3,1,0,0,12,6
46,1,2,3,0,2,2,3,1,13,3
31,1,1,1,0,1,1,3,1,8,9
62,1,1,2,2,3,1,0,0,9,6
72,1,2,2,2,2,1,0,1,10,4
38,1,3,3,3,3,3,0,3,18,8
47,1,2,1,2,2,3,0,1,11,4
20,0,1,2,1,1,2,0,3,10,3
17,0,2,3,2,1,1,0,1,10,4
29,0,1,1,0,0,1,1,2,6,6
31,0,3,3,3,1,2,2,1,15,2
60,0,3,3,3,3,2,3,1,18,4
40,0,1,2,0,0,1,0,2,6,8
18,0,2,3,3,3,1,0,1,13,3
42,0,3,3,2,2,1,0,1,12,1
19,1,2,3,3,3,2,0,0,13,4
35,0,2,1,1,2,1,0,2,9,1
46,0,2,3,3,3,2,0,1,14,8
32,0,2,2,2,1,1,0,3,11,4
30,1,1,1,1,1,2,0,1,7,4
46,0,2,1,0,0,1,0,1,5,5
29,0,3,2,3,3,1,3,0,15,10
26,0,3,3,2,3,1,0,0,12,2
49,0,2,3,2,2,1,3,0,13,3
41,1,3,3,0,1,2,3,1,13,1
59,0,2,1,2,3,1,1,0,10,4
41,1,3,3,3,3,2,3,2,19,4
32,0,2,3,3,1,1,0,1,11,4
32,0,3,3,3,3,2,0,1,15,3
41,0,3,3,3,3,2,3,2,19,7
16,0,0,1,0,0,1,0,0,2,3
28,0,2,1,2,2,1,0,0,8,3
49,1,2,3,0,1,1,0,1,8,1
57,0,3,3,3,3,2,3,2,19,4
36,0,3,3,3,3,2,0,0,14,6
44,0,3,3,3,2,1,2,0,14,4
29,0,2,0,2,2,1,0,2,9,3
23,0,3,3,3,3,2,0,3,17,3
54,0,3,3,3,3,2,3,2,19,4
30,1,3,3,3,3,2,3,0,17,3
32,0,2,0,2,3,1,3,2,13,4
66,0,2,2,2,3,1,0,0,10,6
22,1,2,3,1,1,1,0,1,9,6
53,1,2,2,3,2,2,1,2,14,1
43,1,2,2,2,2,2,0,1,11,1
37,0,2,1,3,2,1,3,0,12,1
46,1,2,1,3,3,1,2,0,12,6
30,0,2,3,2,3,1,0,1,12,8
27,0,2,3,2,3,1,3,2,16,3
54,0,3,3,1,2,2,0,2,13,4
40,0,2,3,3,2,3,3,2,18,7
52,0,2,3,3,3,2,0,2,15,4
59,0,3,3,3,3,3,3,2,20,8
53,0,3,3,0,1,2,0,0,9,3
49,0,2,1,0,0,2,0,2,7,4
30,0,3,3,2,3,2,3,2,18,4
24,0,1,2,0,1,3,0,2,9,3
47,1,2,3,3,2,1,3,0,14,4
39,0,3,3,2,3,2,0,0,13,8
52,0,3,3,2,3,3,3,3,20,4
45,0,2,3,2,3,1,0,1,12,4
50,0,1,2,0,1,1,0,0,5,4
60,0,3,3,3,3,1,0,3,16,3
33,1,3,3,2,3,2,3,0,16,3
63,0,3,3,3,2,2,0,2,15,1
18,1,3,3,3,2,2,3,0,16,4
49,0,1,3,0,3,2,0,2,11,1
50,1,3,2,0,3,1,3,0,12,3
30,0,2,3,3,2,2,3,1,16,3
32,1,3,2,2,3,2,0,1,13,6
44,0,3,3,3,3,1,3,0,16,1
56,0,3,3,2,3,1,3,0,15,4
34,0,2,3,2,3,1,0,2,13,4
28,1,2,3,2,2,1,0,2,12,6
52,0,1,1,1,0,1,0,1,5,3
21,0,3,3,3,3,2,3,0,17,3
42,0,1,0,1,0,2,0,1,5,6
62,1,2,2,2,3,1,0,0,10,1
34,1,3,3,3,1,1,3,0,14,3
51,0,2,3,2,2,1,2,2,14,4
54,0,2,3,1,1,2,0,0,9,1
18,0,3,3,3,3,3,3,1,19,1
44,0,1,2,1,2,1,3,2,12,1
25,0,3,3,3,3,2,3,0,17,8
47,1,2,3,2,3,2,0,1,13,1
57,1,3,3,3,3,2,0,0,14,4
18,0,3,3,3,3,2,0,1,15,3
35,0,2,3,1,2,2,1,2,13,1
42,0,3,3,3,3,3,3,3,21,3
42,0,2,2,2,1,1,0,2,10,10
30,0,3,3,3,3,1,0,0,13,8
37,0,2,3,2,2,2,3,0,14,1
28,1,2,3,2,2,2,0,1,12,1
24,0,2,2,2,1,1,0,0,8,7
48,0,2,3,3,3,1,3,0,15,1
23,1,3,3,3,3,2,3,0,17,8
23,1,1,2,2,3,1,0,2,11,3
19,1,1,0,0,0,1,0,0,2,3
51,1,3,3,3,3,2,3,2,19,6
17,0,1,2,1,0,2,0,2,8,3
33,1,3,2,1,2,1,1,2,12,3
48,0,1,1,1,0,2,0,1,6,3
27,0,3,3,3,3,2,3,1,18,3
32,1,1,2,3,3,1,0,1,11,3
64,1,3,3,2,3,1,0,1,13,1
33,1,1,3,0,3,2,0,2,11,8
23,0,3,3,3,3,1,3,0,16,3
67,0,2,2,3,2,2,0,2,13,4
45,0,1,1,1,1,1,0,0,5,6
51,0,3,3,3,3,3,2,0,17,4
38,1,2,1,1,1,2,0,2,9,1
20,0,3,3,2,3,2,0,3,16,3
28,1,3,3,3,3,3,0,3,18,6
25,0,3,3,3,3,2,0,2,16,7
34,0,1,1,0,0,1,0,0,3,3
36,0,2,2,3,3,2,0,1,13,3
39,0,2,1,2,3,1,0,1,10,1
57,0,1,1,0,1,1,0,1,5,3
28,0,3,3,3,3,1,3,0,16,7
59,0,3,2,3,3,3,0,3,17,4
58,0,3,3,3,3,3,2,2,19,6
46,0,1,1,0,0,1,0,0,3,4
36,0,3,3,2,3,1,0,1,13,4
17,1,3,1,3,1,3,3,3,17,3
37,1,2,2,1,2,2,0,1,10,4
47,1,2,3,2,2,2,2,2,15,1
35,1,0,1,0,0,1,0,0,2,3
21,0,2,2,3,2,1,3,0,13,3
26,0,2,1,1,0,2,2,2,10,3
48,0,2,0,3,3,1,0,3,12,4
61,0,2,3,3,3,1,3,3,18,6
46,0,2,3,2,3,1,2,3,16,4
81,0,3,2,1,3,2,0,1,12,3
21,0,3,3,2,2,2,3,1,16,3
18,0,2,1,2,2,2,3,1,13,3
45,0,3,3,3,3,2,2,1,17,4
53,0,3,2,3,3,2,3,1,17,3
29,1,2,1,2,2,1,1,2,11,8
33,0,2,1,2,2,2,0,1,10,3
22,0,1,2,0,0,1,0,1,5,3
57,1,2,3,2,3,2,3,0,15,4
25,0,3,1,3,3,1,0,0,11,3
46,1,3,3,3,3,1,3,0,16,4
38,1,3,3,3,3,2,3,0,17,1
24,0,1,0,2,1,2,0,3,9,3
34,0,3,3,3,3,1,0,2,15,1
26,0,3,3,1,2,2,3,1,15,1
70,0,3,3,2,3,2,0,2,15,4
40,0,2,3,2,3,1,1,1,13,4
20,1,3,3,3,3,2,2,1,17,3
45,0,3,3,2,3,2,3,3,19,1
49,0,2,3,1,3,2,0,1,12,3
30,0,3,2,3,3,2,0,0,13,3
19,0,3,3,2,3,1,0,1,13,3
64,0,3,3,3,3,3,0,3,18,6
50,0,2,3,3,3,1,3,3,18,4
48,0,3,3,3,3,2,0,0,14,1
55,0,1,2,2,1,2,0,2,10,3
52,0,1,3,1,1,1,0,2,9,4
34,0,1,1,1,1,1,0,1,6,7
63,1,3,3,2,1,2,3,3,17,8
51,0,1,2,0,1,2,0,3,9,5
68,0,3,3,0,2,2,0,2,12,4
35,0,1,1,1,1,2,0,0,6,8
17,1,2,3,3,3,3,3,2,19,8
30,0,1,0,0,0,1,0,1,3,3
61,0,3,3,3,1,1,3,2,16,1
28,0,2,3,1,3,1,0,2,12,6
26,1,1,1,0,1,1,3,0,7,4
51,0,1,1,1,0,1,0,0,4,3
28,0,2,2,1,2,1,0,1,9,3
30,0,2,3,2,2,2,3,0,14,7
38,1,3,2,3,2,1,3,0,14,3
45,1,3,3,3,3,1,3,1,17,4
43,0,2,2,2,2,2,0,1,11,4
49,0,2,2,2,2,1,0,2,11,4
33,0,1,1,3,2,1,0,0,8,4
22,0,1,0,1,3,1,0,1,7,3
27,0,3,3,3,1,1,3,1,15,4
69,0,3,3,3,3,2,3,3,20,4
54,0,1,2,2,1,1,0,1,8,3
18,0,3,3,3,3,1,3,1,17,1
38,1,2,3,2,2,2,1,0,12,3
34,1,3,3,3,2,1,3,2,17,4
19,1,2,2,2,2,1,0,1,10,3
75,1,3,3,2,3,2,3,2,18,1
42,0,3,2,3,3,2,3,0,16,1
83,1,3,3,3,3,1,3,0,16,6
32,0,3,3,3,3,1,0,1,14,3
53,0,3,3,3,3,2,1,2,17,2
37,1,1,2,1,1,1,0,1,7,1
17,0,3,3,3,3,2,0,2,16,6
46,0,1,2,1,1,1,0,1,7,1
77,0,2,2,3,3,2,1,1,14,4
37,0,0,0,0,2,0,0,0,2,4
53,0,3,3,2,0,2,0,2,12,4
35,1,2,3,2,1,2,0,2,12,4
67,0,1,2,2,3,1,0,0,9,4
55,1,3,3,3,3,1,0,0,13,4
53,0,2,3,2,2,2,3,0,14,8
35,0,2,2,2,2,2,1,0,11,1
44,1,3,3,3,3,2,0,2,16,6
45,0,3,3,3,3,2,0,2,16,1
26,0,1,2,1,2,2,3,3,14,3
22,0,1,1,1,2,1,1,1,8,4
58,0,1,1,1,1,1,2,0,7,4
39,0,1,3,2,2,1,0,3,12,9
69,1,3,3,3,3,2,2,0,16,1
49,0,1,1,1,0,1,1,3,8,3
53,0,1,1,2,3,1,0,2,10,4
42,0,2,2,2,2,2,0,0,10,3
39,1,3,1,3,3,3,0,0,13,3
25,1,3,3,3,3,2,3,0,17,3
21,0,2,3,2,2,1,3,2,15,4
48,1,1,1,0,2,0,0,0,4,4
40,0,2,3,3,3,2,0,0,13,1
57,0,2,2,2,2,1,1,1,11,4
26,1,2,2,2,2,1,0,1,10,6
20,0,2,3,2,2,1,0,1,11,3
25,0,2,2,3,2,1,0,1,11,3
21,1,2,3,3,3,3,0,1,15,3
42,0,1,1,0,0,1,3,3,9,8
21,1,1,2,0,0,1,3,0,7,3
36,0,1,1,1,1,1,0,0,5,4
27,0,3,3,3,3,2,3,1,18,8
55,0,2,3,1,2,2,0,2,12,4
58,0,3,3,3,3,1,3,1,17,4
35,0,1,2,1,3,2,0,1,10,4
34,0,3,3,2,3,2,0,1,14,4
48,0,3,3,3,3,1,0,0,13,4
26,1,3,3,3,3,1,0,2,15,4
40,0,1,0,0,0,1,0,0,2,1
24,1,2,3,3,3,1,3,1,16,5
28,1,3,3,3,2,2,0,1,14,7
61,1,3,3,3,3,3,3,3,21,4
27,1,3,2,3,3,3,0,1,15,1
47,1,3,2,3,3,2,3,3,19,4
38,0,3,3,3,3,2,0,3,17,1
35,1,1,2,1,1,1,3,0,9,1
68,0,1,2,2,3,3,3,2,16,6
54,0,3,3,3,3,2,0,0,14,4
30,1,2,3,1,1,1,0,1,9,4
49,1,3,2,2,3,3,0,2,15,1
21,0,2,3,3,2,2,0,1,13,3
30,1,2,3,0,2,1,0,0,8,4
24,0,3,3,3,3,3,3,0,18,4
25,1,1,0,1,1,1,0,0,4,6
31,0,2,2,2,2,2,2,1,13,3
35,0,3,3,2,2,2,3,0,15,4
27,0,3,3,3,3,3,3,0,18,3
31,0,1,1,1,1,1,0,1,6,3
26,1,3,3,3,3,1,0,0,13,4
46,0,1,2,1,2,1,2,1,10,4
64,1,3,3,3,3,3,0,3,18,4
30,0,2,3,2,3,2,0,0,12,4
36,0,1,2,1,1,0,0,0,5,4
25,1,2,1,2,1,1,0,3,10,4
39,0,2,2,2,2,2,1,1,12,7
20,1,2,3,2,3,2,3,3,18,3
55,0,1,1,1,0,1,0,0,4,4
26,0,3,3,2,0,3,0,2,13,8
25,1,3,1,1,1,2,0,3,11,3
23,0,3,3,3,3,2,3,0,17,4
60,1,3,3,3,3,3,3,3,21,4
47,0,3,3,1,2,2,0,2,13,1
63,0,3,3,2,2,1,0,0,11,4
23,1,1,2,1,2,2,1,0,9,1
35,0,3,2,2,2,2,3,2,16,3
24,1,0,0,0,1,1,3,2,7,3
36,0,3,3,1,1,2,0,2,12,4
25,0,3,3,3,3,1,3,1,17,6
31,0,2,1,3,3,2,3,3,17,4
56,0,2,2,3,3,2,3,2,17,4
50,0,1,2,0,1,1,0,1,6,1
44,0,3,3,3,1,2,0,0,12,1
64,0,3,3,3,3,3,3,0,18,4
25,0,3,3,3,3,1,3,0,16,3
67,0,1,2,2,2,2,1,0,10,4
29,1,1,3,0,1,1,0,1,7,3
34,0,3,3,3,3,1,3,0,16,3
35,1,3,1,2,2,1,0,1,10,3
31,1,1,3,1,2,1,0,2,10,1
37,1,3,3,3,2,1,0,3,15,8
37,0,3,3,3,3,1,3,2,18,4
38,1,2,2,1,0,1,2,1,9,10
34,0,3,3,3,3,1,1,0,14,3
29,1,2,0,3,3,1,3,0,12,8
19,0,3,3,3,3,1,3,1,17,8
23,0,2,2,3,2,1,0,1,11,3
22,1,1,2,3,0,1,0,1,8,4
25,0,3,3,2,2,1,3,1,15,3
30,0,2,3,2,2,2,0,0,11,4
53,1,2,3,0,1,1,3,1,11,5
57,0,3,3,3,3,2,2,2,18,6
43,0,3,3,0,3,2,0,2,13,2
69,0,2,2,1,1,1,1,2,10,6
21,1,3,3,2,1,1,3,0,13,4
63,1,2,3,1,1,1,0,1,9,8
43,1,1,2,1,1,1,0,1,7,10
52,0,3,2,3,3,1,0,2,14,1
66,0,2,0,2,3,1,0,1,9,4
53,0,1,1,1,0,0,0,1,4,6
36,1,3,3,3,3,2,3,0,17,8
24,1,1,2,1,1,1,0,2,8,3
55,0,2,2,2,2,1,0,1,10,4
71,1,0,1,0,0,1,0,0,2,4
23,0,3,3,3,3,1,0,0,13,4
21,1,1,2,2,1,1,3,0,10,3
38,1,2,2,2,3,2,0,0,11,3
20,0,2,3,2,2,1,0,1,11,3
62,0,2,3,1,3,2,0,1,12,6
24,0,2,3,2,1,2,3,1,14,4
20,1,1,1,1,1,1,0,2,7,8
22,0,2,2,1,1,1,0,1,8,3
56,0,2,2,1,1,1,2,3,12,4
35,0,2,3,2,2,2,2,2,15,6
47,1,2,2,0,2,2,1,1,10,4
53,0,3,3,3,3,1,3,0,16,1
20,0,2,3,1,3,2,0,2,13,3
22,0,1,1,1,2,1,0,1,7,3
52,1,2,0,2,0,1,0,0,5,4
39,1,2,1,3,3,1,3,0,13,1
31,0,3,3,3,3,3,1,1,17,3
27,1,2,3,2,2,1,3,1,14,1
44,0,2,3,1,2,1,0,1,10,6
27,0,3,3,3,3,1,3,0,16,4
23,0,2,3,3,3,1,3,0,15,3
31,0,2,2,2,2,1,3,0,12,8
45,0,3,3,3,3,2,2,1,17,5
44,0,3,3,1,3,1,3,2,16,3
44,0,1,3,3,3,1,0,0,11,4
26,1,2,2,1,1,1,2,1,10,3
33,0,2,2,1,2,3,1,1,12,7
27,0,2,2,1,0,1,0,2,8,7
38,0,1,2,0,2,1,0,1,7,3
28,0,2,3,2,2,2,0,1,12,3
67,0,3,3,3,3,2,3,3,20,4
38,0,2,3,2,1,1,0,3,12,4
47,1,3,3,3,3,1,3,0,16,4
32,0,3,3,3,3,2,0,2,16,3
54,0,3,3,3,0,2,3,3,17,4
52,0,3,1,3,3,2,0,3,15,1
51,0,1,2,2,3,1,0,1,10,4
36,0,3,3,3,3,2,3,1,18,9
